indication_class,molecule_chembl_id,molecule_type,pref_name
,CHEMBL2103855,Small molecule,TELOTRISTAT
,CHEMBL2103868,Small molecule,CABOZANTINIB S-MALATE
,CHEMBL2103870,Small molecule,LUMACAFTOR
,CHEMBL2103872,Small molecule,CEFTOLOZANE
,CHEMBL2103873,Small molecule,MACITENTAN
,CHEMBL2103875,Small molecule,TRAMETINIB
,CHEMBL2103877,Small molecule,EFINACONAZOLE
,CHEMBL2103883,Small molecule,AVATROMBOPAG
,CHEMBL2103929,Small molecule,LYMECYCLINE
Ultraviolet Screen,CHEMBL2104045,Small molecule,CINOXATE
,CHEMBL2104095,Small molecule,CHOLINE SALICYLATE
Diagnostic Aid (pernicious anemia); Radioactive Agent,CHEMBL2104118,Small molecule,CYANOCOBALAMIN CO 60
Antipsychotic,CHEMBL2104136,Small molecule,CLOMACRAN PHOSPHATE
,CHEMBL2104251,Small molecule,ENBUCRILATE
Antidepressant,CHEMBL2104287,Small molecule,DIBENZEPIN HYDROCHLORIDE
Tranquilizer (minor),CHEMBL2104356,Small molecule,KETAZOLAM
,CHEMBL2104381,Small molecule,CYANOCOBALAMIN CO 58
Antiparasitic (veterinary),CHEMBL2104415,Small molecule,MOXIDECTIN
,CHEMBL2104445,Small molecule,TRITOQUALINE
Progestin,CHEMBL2104489,Small molecule,ANAGESTONE ACETATE
,CHEMBL2104537,Small molecule,AMOPROXAN
Replenisher (calcium),CHEMBL2104594,Small molecule,CALCIUM GLUBIONATE
,CHEMBL2104607,Small molecule,NIKETHAMIDE
Pharmaceutic Aid (surfactant),CHEMBL2104613,Small molecule,OCTOXYNOL 9
Bronchodilator,CHEMBL2104771,Small molecule,REPROTEROL HYDROCHLORIDE
Stimulant (central),CHEMBL2104793,Small molecule,PYROVALERONE HYDROCHLORIDE
,CHEMBL2104973,Small molecule,LEVOMEPROMAZINE HYDROCHLORIDE
,CHEMBL2104993,Small molecule,VORTIOXETINE
,CHEMBL2105002,Small molecule,ISOAMINILE
Diagnostic Aid (cystoscopy),CHEMBL2105023,Small molecule,INDIGOTINDISULFONATE SODIUM
Diuretic,CHEMBL2105131,Small molecule,MEFRUSIDE
,CHEMBL2105224,Small molecule,PHOLCODINE
,CHEMBL2105233,Small molecule,PROXIBARBAL
,CHEMBL2105248,Small molecule,POTASSIUM BITARTRATE
Anesthetic (intravenous),CHEMBL2105345,Small molecule,PROPANIDID
,CHEMBL2105395,Small molecule,OSPEMIFENE
,CHEMBL2105420,Small molecule,TAUROLIDINE
,CHEMBL2105458,Small molecule,THENALIDINE
Scabicide,CHEMBL2105487,Small molecule,"SULFUR, PRECIPITATED"
,CHEMBL2105527,Small molecule,TETRAZEPAM
,CHEMBL2105581,Small molecule,VERALIPRIDE
,CHEMBL2105611,Small molecule,TACALCITOL
,CHEMBL2105612,Small molecule,PROPICILLIN
Anticonvulsant,CHEMBL2105613,Small molecule,DIVALPROEX SODIUM
Expectorant,CHEMBL2105614,Small molecule,TERPIN HYDRATE
,CHEMBL2105618,Small molecule,ALLYLESTRENOL
,CHEMBL2105637,Small molecule,DELAFLOXACIN
,CHEMBL2105638,Small molecule,DELAFLOXACIN MEGLUMINE
,CHEMBL2105662,Small molecule,LOMITAPIDE MESYLATE
,CHEMBL2105669,Small molecule,TEDIZOLID PHOSPHATE
,CHEMBL2105675,Small molecule,TAFAMIDIS MEGLUMINE
,CHEMBL2105680,Small molecule,RIFAMYCIN SODIUM
,CHEMBL2105682,Small molecule,EDOXABAN TOSYLATE
,CHEMBL2105684,Small molecule,SELUMETINIB SULFATE
,CHEMBL2105689,Small molecule,LULICONAZOLE
,CHEMBL2105695,Small molecule,TELOTRISTAT ETHYL
,CHEMBL2105700,Small molecule,BEDAQUILINE FUMARATE
,CHEMBL2105704,Small molecule,LENVATINIB MESYLATE
,CHEMBL2105708,Small molecule,PONATINIB HYDROCHLORIDE
,CHEMBL2105712,Small molecule,AFATINIB DIMALEATE
,CHEMBL2105717,Small molecule,CABOZANTINIB
,CHEMBL2105719,Small molecule,DACOMITINIB
,CHEMBL2105720,Small molecule,LESINURAD
,CHEMBL2105722,Small molecule,NOMEGESTROL
,CHEMBL2105729,Small molecule,DABRAFENIB MESYLATE
,CHEMBL2105732,Small molecule,LEVOMILNACIPRAN HYDROCHLORIDE
,CHEMBL2105737,Small molecule,SONIDEGIB
,CHEMBL2105740,Small molecule,SITAXENTAN SODIUM
,CHEMBL2105741,Small molecule,TRAMETINIB DIMETHYL SULFOXIDE
,CHEMBL2105743,Small molecule,OLODATEROL HYDROCHLORIDE
,CHEMBL2105745,Small molecule,GLYCEROL PHENYLBUTYRATE
,CHEMBL2105748,Small molecule,PRUCALOPRIDE SUCCINATE
,CHEMBL2105749,Small molecule,SAMIDORPHAN L-MALATE
,CHEMBL2105755,Small molecule,NALDEMEDINE
,CHEMBL2105756,Small molecule,TIVOZANIB HYDROCHLORIDE
,CHEMBL2105758,Small molecule,AVATROMBOPAG MALEATE
,CHEMBL2105759,Small molecule,BARICITINIB
,CHEMBL2105760,Small molecule,BREXPIPRAZOLE
,CHEMBL2105774,Small molecule,PREDNISOLONE STEAGLATE
Expectorant,CHEMBL2105827,Small molecule,"GLYCEROL, IODINATED"
Glucocorticoid,CHEMBL2105842,Small molecule,CORTIVAZOL
Cholinergic (ophthalmic),CHEMBL2105891,Small molecule,PHYSOSTIGMINE SULFATE
Diagnostic Aid (radiopaque medium),CHEMBL2105897,Small molecule,BARIUM SULFATE
,CHEMBL2105904,Small molecule,BARBITAL SODIUM
Sedative-Hypnotic,CHEMBL2105941,Small molecule,AMOBARBITAL SODIUM
,CHEMBL2105950,Small molecule,AMOXICILLIN SODIUM
,CHEMBL2105970,Small molecule,AMMONIUM BENZOATE
,CHEMBL2105972,Small molecule,AMBUTONIUM BROMIDE
,CHEMBL2105980,Small molecule,CHLORPHENOXAMINE HYDROCHLORIDE
Antibacterial,CHEMBL2105996,Small molecule,CARBENICILLIN PHENYL SODIUM
Antibacterial,CHEMBL2106076,Small molecule,CEFPIROME SULFATE
Replenisher (calcium),CHEMBL2106111,Small molecule,CALCIUM LACTATE
Replenisher (calcium),CHEMBL2106119,Small molecule,CALCIUM GLUCONATE
,CHEMBL2106122,Small molecule,EMEPRONIUM BROMIDE
Supplement (calcium),CHEMBL2106123,Small molecule,CALCIUM CITRATE
Cardiac Depressant (anti-arrhythmic),CHEMBL2106155,Small molecule,ENCAINIDE HYDROCHLORIDE
,CHEMBL2106191,Small molecule,CALCIUM DOBESILATE
,CHEMBL2106195,Small molecule,DEXMEDETOMIDINE HYDROCHLORIDE
Anorexic,CHEMBL2106217,Small molecule,FENFLURAMINE HYDROCHLORIDE
,CHEMBL2106313,Small molecule,LACHESINE CHLORIDE
Radioactive Agent,CHEMBL2106318,Small molecule,IOTHALAMATE SODIUM I 125
Astringent,CHEMBL2106388,Small molecule,CALCIUM HYDROXIDE
,CHEMBL2106419,Small molecule,LERCANIDIPINE HYDROCHLORIDE
Antipsychotic,CHEMBL2106439,Small molecule,PIPOTIAZINE PALMITATE
,CHEMBL2106441,Small molecule,NOXYTIOLIN
Antidepressant,CHEMBL2106483,Small molecule,VILOXAZINE HYDROCHLORIDE
,CHEMBL2106556,Small molecule,CYCLOBARBITAL CALCIUM
Antidepressant,CHEMBL2106574,Small molecule,DAPOXETINE HYDROCHLORIDE
,CHEMBL2106615,Small molecule,BAZEDOXIFENE ACETATE
,CHEMBL2106627,Small molecule,DIACETYLMORPHINE HYDROCHLORIDE
Vasodilator,CHEMBL2106636,Small molecule,BAMETHAN SULFATE
Antidepressant,CHEMBL2106638,Small molecule,LOFEPRAMINE HYDROCHLORIDE
Radioactive Agent,CHEMBL2106640,Small molecule,FERROUS CITRATE FE 59
,CHEMBL2106643,Small molecule,MYCOPHENOLATE SODIUM
,CHEMBL2106660,Small molecule,ACEFYLLINE PIPERAZINE
Adrenergic,CHEMBL2106678,Small molecule,ETAFEDRINE HYDROCHLORIDE
Anticholinergic,CHEMBL2106739,Small molecule,POLDINE METHYLSULFATE
,CHEMBL2106794,Small molecule,NAFTAZONE
Progestin,CHEMBL2106825,Small molecule,MEDROGESTONE
,CHEMBL2106829,Small molecule,METHAQUALONE HYDROCHLORIDE
Analgesic,CHEMBL2106915,Small molecule,METHOPHOLINE
Anesthetic (intravenous),CHEMBL2106922,Small molecule,MIDAZOLAM MALEATE
,CHEMBL2106939,Small molecule,POLIHEXANIDE
Pharmaceutic Necessity,CHEMBL2106975,Small molecule,POTASSIUM BICARBONATE
Replenisher (electrolyte),CHEMBL2106978,Small molecule,POTASSIUM GLUCONATE
Antibacterial,CHEMBL2106988,Small molecule,PENAMECILLIN
,CHEMBL2107004,Small molecule,QUINESTRADOL
Antidepressant,CHEMBL2107011,Small molecule,OXYPERTINE
,CHEMBL2107062,Small molecule,PHENETURIDE
,CHEMBL2107067,Small molecule,TESTOSTERONE UNDECANOATE
Radioactive Agent,CHEMBL2107074,Small molecule,TECHNETIUM TC 99M EXAMETAZIME
,CHEMBL2107124,Small molecule,PROTHIPENDYL HYDROCHLORIDE
Replenisher (magnesium),CHEMBL2107145,Small molecule,MAGNESIUM GLUCONATE
Laxative,CHEMBL2107168,Small molecule,POTASSIUM SODIUM TARTRATE
,CHEMBL2107175,Small molecule,RANELIC ACID
,CHEMBL2107213,Small molecule,PHENINDAMINE TARTRATE
,CHEMBL2107239,Small molecule,IOXITALAMIC ACID
,CHEMBL2107253,Small molecule,SULFADIMETHOXINE SODIUM
,CHEMBL2107297,Small molecule,PHENAZOCINE HYDROBROMIDE
,CHEMBL2107333,Small molecule,DIMETHYL FUMARATE
,CHEMBL2107354,Small molecule,MIFAMURTIDE
,CHEMBL2107355,Small molecule,MIGALASTAT HYDROCHLORIDE
,CHEMBL2107360,Small molecule,PALIPERIDONE PALMITATE
,CHEMBL2107381,Small molecule,URIDINE TRIACETATE
,CHEMBL2107386,Small molecule,VORAPAXAR SULFATE
,CHEMBL2107387,Small molecule,VORTIOXETINE HYDROBROMIDE
Progestin,CHEMBL2107389,Small molecule,GESTONORONE CAPROATE
,CHEMBL2107430,Small molecule,FLUTRIMAZOLE
Diagnostic Aid; Radioactive Agent,CHEMBL2107480,Small molecule,PENTETATE INDIUM DISODIUM IN 111
Antibacterial (microbial DNA topoisomerase inhibitor),CHEMBL2107495,Small molecule,TEMAFLOXACIN HYDROCHLORIDE
Diagnostic Aid (neoplasm); Antineoplastic; Radioactive Agent; Antipolycythemic,CHEMBL2107525,Small molecule,SODIUM PHOSPHATE P 32
Laxative,CHEMBL2107560,Small molecule,"SODIUM PHOSPHATE, DIBASIC"
,CHEMBL2107567,Small molecule,"CALCIUM PHOSPHATE, DIBASIC"
,CHEMBL2107606,Small molecule,DIPIPANONE HYDROCHLORIDE
,CHEMBL2107679,Small molecule,BENETHAMINE PENICILLIN
Antifungal,CHEMBL2107703,Small molecule,FENTICONAZOLE NITRATE
Progestin,CHEMBL2107797,Small molecule,NORGESTREL
,CHEMBL2107815,Small molecule,TREPROSTINIL DIOLAMINE
,CHEMBL2107816,Small molecule,RADIUM RA 223 DICHLORIDE
,CHEMBL2107817,Small molecule,AVIBACTAM SODIUM
,CHEMBL2107825,Small molecule,TENOFOVIR ALAFENAMIDE
,CHEMBL2107826,Small molecule,VIBEGRON
,CHEMBL2107830,Small molecule,EMPAGLIFLOZIN
,CHEMBL2107831,Small molecule,LUSUTROMBOPAG
,CHEMBL2107834,Small molecule,RIOCIGUAT
,CHEMBL2107840,Small molecule,PATIROMER CALCIUM
Pharmaceutic Aid,CHEMBL2107910,Small molecule,OLIVE OIL
,CHEMBL2107943,Small molecule,POLIDEXIDE SULFATE
Pharmaceutic Aid (dispersing and suspending agent),CHEMBL2108139,Small molecule,POVIDONE
,CHEMBL2108184,Small molecule,CROFELEMER
,CHEMBL2108201,Small molecule,DEXTRANOMER
"Vitamins A And D, source of",CHEMBL2108234,Small molecule,COD LIVER OIL
Pharmaceutic Aid (flavor),CHEMBL2108247,Small molecule,CLOVE OIL
,CHEMBL2108780,Small molecule,POLYETHYLENE GLYCOL 4000
Antihypertensive,CHEMBL2,Small molecule,PRAZOSIN
Antibacterial,CHEMBL5,Small molecule,NALIDIXIC ACID
Antibacterial,CHEMBL8,Small molecule,CIPROFLOXACIN
Antibacterial,CHEMBL9,Small molecule,NORFLOXACIN
Antidiabetic,CHEMBL408,Small molecule,TROGLITAZONE
Antineoplastic,CHEMBL409,Small molecule,BICALUTAMIDE
Sedative-Hypnotic,CHEMBL12,Small molecule,DIAZEPAM
"Anti-Adrenergic (beta-receptor),Antihypertensive,Antihypertensive; Anti-Anginal",CHEMBL13,Small molecule,METOPROLOL
Carbonic Anhydrase Inhibitor,CHEMBL20,Small molecule,ACETAZOLAMIDE
"Anti-Infective, Topical,Antibacterial",CHEMBL419,Small molecule,MAFENIDE
,CHEMBL21,Small molecule,SULFANILAMIDE
Antihypertensive,CHEMBL420,Small molecule,GUANABENZ
Antibacterial,CHEMBL22,Small molecule,TRIMETHOPRIM
"Anti-Anginal; Cardiac Depressant (anti-arrhythmic),Vasodilator (coronary)",CHEMBL6966,Small molecule,VERAPAMIL
Antibacterial,CHEMBL421,Small molecule,SULFASALAZINE
Antimalarial,CHEMBL36,Small molecule,PYRIMETHAMINE
Inhibitor (aldose reductase),CHEMBL436,Small molecule,TOLRESTAT
Antibacterial,CHEMBL437,Small molecule,SULFATHIAZOLE
Antibacterial,CHEMBL438,Small molecule,SULFAMERAZINE
"Anti-Infective, Topical,Antibacterial",CHEMBL439,Small molecule,SULFADIAZINE
Anesthetic (intravenous),CHEMBL440,Small molecule,THIAMYLAL
Anesthetic (intravenous); Anticonvulsant,CHEMBL441,Small molecule,THIOPENTAL
,CHEMBL268164,Small molecule,CYCLOBARBITAL
Analgesic (specific in migraine),CHEMBL442,Small molecule,ERGOTAMINE
Keratolytic,CHEMBL38,Small molecule,TRETINOIN
Anesthetic (intravenous),CHEMBL7413,Small molecule,METHOHEXITAL
"Anticonvulsant; Sedative-Hypnotic,Sedative-Hypnotic; Anticonvulsant",CHEMBL40,Small molecule,PHENOBARBITAL
Antidepressant,CHEMBL41,Small molecule,FLUOXETINE
Antibacterial,CHEMBL443,Small molecule,SULFAMETHOXAZOLE
Antipsychotic; Anti-Emetic,CHEMBL71,Small molecule,CHLORPROMAZINE
Antidepressant,CHEMBL72,Small molecule,DESIPRAMINE
Adrenocortical Suppressant; Antineoplastic,CHEMBL488,Small molecule,AMINOGLUTETHIMIDE
Anti-Asthmatic (prophylactic),CHEMBL74,Small molecule,CROMOLYN SODIUM
"Anti-Amebic; Antimalarial,Anti-Amebic; Suppressant (lupus erythematosus); Antimalarial",CHEMBL76,Small molecule,CHLOROQUINE
Antidepressant,CHEMBL490,Small molecule,PAROXETINE
,CHEMBL416146,Small molecule,ETORICOXIB
"Anesthetic (local),Anesthetic (topical)",CHEMBL79,Small molecule,LIDOCAINE
Anti-Ulcerative,CHEMBL9967,Small molecule,PIRENZEPINE
Anesthetic (local),CHEMBL492,Small molecule,ETIDOCAINE
Antagonist (to narcotics),CHEMBL80,Small molecule,NALOXONE
Anti-Estrogen,CHEMBL81,Small molecule,RALOXIFENE
Anti-Estrogen,CHEMBL83,Small molecule,TAMOXIFEN
Enzyme Inhibitor (prolactin),CHEMBL493,Small molecule,BROMOCRIPTINE
,CHEMBL494,Small molecule,ILOPROST
Antineoplastic (DNA topoisomerase I Inhibitor),CHEMBL84,Small molecule,TOPOTECAN
Neuroleptic,CHEMBL85,Small molecule,RISPERIDONE
Anti-Asthmatic (prophylactic),CHEMBL428880,Small molecule,CROMOLYN
Anti-Emetic,CHEMBL86,Small molecule,METOCLOPRAMIDE
Antineoplastic,CHEMBL428647,Small molecule,PACLITAXEL
Vasodilator,CHEMBL495,Small molecule,ALPROSTADIL
"Anti-Infective, Topical; Detergent",CHEMBL496,Small molecule,HEXACHLOROPHENE
"Anti-Amebic; Anti-Infective, Topical",CHEMBL497,Small molecule,CLIOQUINOL
,CHEMBL10878,Small molecule,AGOMELATINE
Immunosuppressant; Antineoplastic,CHEMBL88,Small molecule,CYCLOPHOSPHAMIDE
Antidiabetic,CHEMBL498,Small molecule,CHLORPROPAMIDE
Anti-Adrenergic (beta-receptor),CHEMBL499,Small molecule,TIMOLOL
Vasodilator,CHEMBL500,Small molecule,PINDOLOL
Vitamin (enzyme co-factor); Antihyperlipidemic,CHEMBL573,Small molecule,NIACIN
Antibacterial,CHEMBL575,Small molecule,METHICILLIN
,CHEMBL16080,Small molecule,TRICHLOROETHANE
Anesthetic (topical),CHEMBL278172,Small molecule,BENZOCAINE
Antihypertensive,CHEMBL577,Small molecule,ENALAPRILAT
Antihypertensive,CHEMBL578,Small molecule,ENALAPRIL
Tranquilizer (minor),CHEMBL580,Small molecule,LORAZEPAM
Tranquilizer (minor),CHEMBL277062,Small molecule,BROMAZEPAM
,CHEMBL279816,Small molecule,TRICHLOROETHYLENE
Antifungal,CHEMBL277535,Small molecule,BIFONAZOLE
"Anti-Infective, Topical; Pharmaceutic Aid (solvent)",CHEMBL582,Small molecule,ISOPROPYL ALCOHOL
Antibacterial,CHEMBL583,Small molecule,GREPAFLOXACIN
Antiviral,CHEMBL114,Small molecule,SAQUINAVIR
Antiviral,CHEMBL115,Small molecule,INDINAVIR
Antiviral,CHEMBL584,Small molecule,NELFINAVIR
,CHEMBL116,Small molecule,AMPRENAVIR
Diuretic,CHEMBL585,Small molecule,TRIAMTERENE
,CHEMBL16476,Small molecule,PRONETALOL
,CHEMBL118,Small molecule,CELECOXIB
Antineoplastic,CHEMBL119,Small molecule,TRIMETREXATE
Dopamine Agonist; Antihypertensive,CHEMBL588,Small molecule,FENOLDOPAM
Antiparkinsonian (D2 receptor agonist),CHEMBL589,Small molecule,ROPINIROLE
Vitamin (prothrombogenic),CHEMBL590,Small molecule,MENADIONE
Sedative-Hypnotic,CHEMBL591,Small molecule,ETHCHLORVYNOL
Antihistaminic,CHEMBL17157,Small molecule,TERFENADINE
Analgesic (narcotic),CHEMBL592,Small molecule,LEVORPHANOL
Antiviral,CHEMBL593,Small molecule,DELAVIRDINE
"Anti-Allergic; Antihistaminic, H1-Receptor; Asthma Prophylactic",CHEMBL594,Small molecule,EMEDASTINE
Antidiabetic,CHEMBL595,Small molecule,PIOGLITAZONE
Analgesic (narcotic),CHEMBL596,Small molecule,FENTANYL
Antidiabetic,CHEMBL121,Small molecule,ROSIGLITAZONE
,CHEMBL17879,Small molecule,MARALIXIBAT CHLORIDE
Antihypertensive,CHEMBL17860,Small molecule,LOFEXIDINE
Anti-Adrenergic,CHEMBL597,Small molecule,PHENTOLAMINE
,CHEMBL18442,Small molecule,PLERIXAFOR
Anti-Inflammatory (nonsteroidal),CHEMBL599,Small molecule,MELOXICAM
Mucolytic,CHEMBL600,Small molecule,ACETYLCYSTEINE
Antineoplastic,CHEMBL601,Small molecule,AMINOLEVULINIC ACID
Anti-Urolithic (cystine calculi),CHEMBL602,Small molecule,CYSTEAMINE
Antagonist (to narcotics),CHEMBL19019,Small molecule,NALTREXONE
Anti-Asthmatic (leukotriene antagonist),CHEMBL603,Small molecule,ZAFIRLUKAST
,CHEMBL122,Small molecule,ROFECOXIB
,CHEMBL19236,Small molecule,MOXONIDINE
Relaxant (smooth muscle),CHEMBL19224,Small molecule,PAPAVERINE
Antidote (to phosphorus),CHEMBL604,Small molecule,CUPRIC SULFATE
Cardiac Depressant (anti-arrhythmic),CHEMBL605,Small molecule,PROCAINAMIDE HYDROCHLORIDE
,CHEMBL19215,Small molecule,METERGOLINE
Anti-Ulcerative,CHEMBL606,Small molecule,MISOPROSTOL
,CHEMBL278623,Small molecule,MACIMORELIN
Analgesic (narcotic),CHEMBL607,Small molecule,MEPERIDINE
Sedative-Hypnotic,CHEMBL282052,Small molecule,METHAQUALONE
Antihyperlipidemic,CHEMBL608,Small molecule,PROBUCOL
Chelating Agent,CHEMBL609,Small molecule,TRIENTINE
Analgesic; Anti-Inflammatory,CHEMBL19490,Small molecule,ZOMEPIRAC
Antihypertensive,CHEMBL611,Small molecule,TERAZOSIN
Stimulant (central),CHEMBL612,Small molecule,DEXTROAMPHETAMINE
,CHEMBL2108265,Small molecule,CASCARA SAGRADA
Spermaticide; Pharmaceutic Aid (surfactant),CHEMBL2108373,Small molecule,LAURETH 9
,CHEMBL2108535,Small molecule,POLYNOXYLIN
Laxative,CHEMBL2108558,Small molecule,SENNA
Pharmaceutic Aid (solvent),CHEMBL2108750,Small molecule,PEANUT OIL
Pharmaceutic Aid (flavor),CHEMBL2108758,Small molecule,PEPPERMINT OIL
,CHEMBL2108834,Small molecule,BELLADONNA ROOT
Antiseptic; Anti-Ulcerative,CHEMBL2108938,Small molecule,CADEXOMER IODINE
Pharmaceutic Aid (emulsifying agent); Pharmaceutic Aid (suspending agent),CHEMBL2108995,Small molecule,CARBOMER 910
Laxative,CHEMBL2109005,Small molecule,CASTOR OIL
,CHEMBL2109033,Small molecule,CALCIUM POLYSTYRENE SULFONATE
Laxative; Pharmaceutic Aid (solvent),CHEMBL2109152,Small molecule,MINERAL OIL
,CHEMBL2109882,Small molecule,TRISILICATE
,CHEMBL2110367,Small molecule,TRIMETHOPRIM SULFATE
Antihypertensive,CHEMBL2110368,Small molecule,BETHANIDINE SULFATE
Antagonist (to histamine-H2 receptors),CHEMBL2110372,Small molecule,RANITIDINE HYDROCHLORIDE
,CHEMBL2110551,Small molecule,TECHNETIUM PENTETATE
Diagnostic Aid (radiopaque medium); Radioactive Agent,CHEMBL2110553,Small molecule,GALLIUM CITRATE
Radioactive Agent,CHEMBL2110554,Small molecule,TECHNETIUM ETIDRONATE
Radioactive Agent,CHEMBL2110555,Small molecule,TECHNETIUM MEBROFENIN
"Diagnostic Aid (radioactive, cardiac disease); Radioactive Agent",CHEMBL2110557,Small molecule,RUBIDIUM CHLORIDE
Radioactive Agent,CHEMBL2110559,Small molecule,TECHNETIUM PYROPHOSPHATE
,CHEMBL2110560,Small molecule,PENTETATE CALCIUM TRISODIUM YB
,CHEMBL2110561,Small molecule,SAMARIUM LEXIDRONAM PENTASODIUM
Radioactive Agent; Diagnostic Aid (renal function determination),CHEMBL2110562,Small molecule,CHLORMERODRIN
"Diagnostic Aid (pernicious anemia); Radioactive Agent,Radioactive Agent; Diagnostic Aid (pernicious anemia),Vitamin (hematopoietic)",CHEMBL2110563,Small molecule,CYANOCOBALAMIN
Radioactive Agent,CHEMBL2110564,Small molecule,TECHNETIUM LIDOFENIN
Radioactive Agent; Diagnostic Aid (skeletal imaging),CHEMBL2110565,Small molecule,TECHNETIUM OXIDRONATE
Radioactive Agent,CHEMBL2110566,Small molecule,TECHNETIUM TETROFOSMIN
Radioactive Agent,CHEMBL2110568,Small molecule,CHROMIC PHOSPHATE
Radioactive Agent,CHEMBL2110570,Small molecule,TECHNETIUM GLUCEPTATE
,CHEMBL2110571,Small molecule,SODIUM PERTECHNETATE
Radioactive Agent; Diagnostic Aid (renal function determination),CHEMBL2110572,Small molecule,TECHNETIUM SUCCIMER
Diagnostic Aid; Radioactive Agent,CHEMBL2110573,Small molecule,INDIUM OXYQUINOLINE
,CHEMBL2110574,Small molecule,SODIUM CHROMATE
Diagnostic Aid (hepatobiliary function determination); Radioactive Agent,CHEMBL2110575,Small molecule,TECHNETIUM DISOFENIN
Radioactive Agent; Diagnostic Aid (skeletal imaging),CHEMBL2110576,Small molecule,TECHNETIUM MEDRONATE
,CHEMBL2110588,Small molecule,ELIGLUSTAT
Synovitis Agent (veterinary),CHEMBL2110674,Small molecule,HYALURONATE
,CHEMBL2110725,Small molecule,VINFLUNINE
,CHEMBL2110732,Small molecule,DACOMITINIB
,CHEMBL2110771,Small molecule,AMBUTONIUM
,CHEMBL2110774,Small molecule,CHLORPHENOXAMINE
,CHEMBL2110805,Small molecule,EMEPRONIUM
Antidepressant,CHEMBL2110816,Small molecule,BUTRIPTYLINE
,CHEMBL2110848,Small molecule,LACHESINE
Antidepressant,CHEMBL2110900,Small molecule,DAPOXETINE
Radioactive Agent,CHEMBL2110914,Small molecule,FERROUS CITRATE
Adrenergic,CHEMBL2110926,Small molecule,ETAFEDRINE
Anticholinergic,CHEMBL2110948,Small molecule,POLDINE
Radioactive Agent,CHEMBL2111018,Small molecule,TECHNETIUM EXAMETAZIME
,CHEMBL2111030,Small molecule,PROTHIPENDYL
,CHEMBL2111097,Small molecule,LEVAMLODIPINE
,CHEMBL2111100,Small molecule,MIFAMURTIDE
,CHEMBL2111101,Small molecule,PIMAVANSERIN
,CHEMBL2111112,Small molecule,VERNAKALANT
,CHEMBL2111129,Small molecule,PENTETATE INDIUM DISODIUM
,CHEMBL2111157,Small molecule,DIPIPANONE
,CHEMBL2111187,Small molecule,RADIUM DICHLORIDE
Antagonist (to histamine-H2 receptors),CHEMBL2111286,Small molecule,RANITIDINE BISMUTH CITRATE
Bronchodilator,CHEMBL2134724,Small molecule,IPRATROPIUM BROMIDE
,CHEMBL2138684,Small molecule,FROVATRIPTAN SUCCINATE
,CHEMBL2141296,Small molecule,IXAZOMIB
,CHEMBL2142890,Small molecule,ACEGLUMATE
,CHEMBL2145077,Small molecule,IVABRADINE HYDROCHLORIDE
Antiprotozoal; Antibacterial,CHEMBL2146063,Small molecule,CHLORTETRACYCLINE HYDROCHLORIDE
,CHEMBL2146083,Small molecule,QUININE BISULFATE
,CHEMBL2146088,Small molecule,QUININE DIHYDROCHLORIDE
Bronchodilator,CHEMBL2146102,Small molecule,EPHEDRINE HYDROCHLORIDE
,CHEMBL2146121,Small molecule,CALCIUM
Antibacterial,CHEMBL2146123,Small molecule,METHACYCLINE HYDROCHLORIDE
Antibacterial,CHEMBL2146124,Small molecule,CEFUROXIME SODIUM
,CHEMBL2146133,Small molecule,ESOMEPRAZOLE MAGNESIUM
,CHEMBL2146140,Small molecule,ESOMEPRAZOLE STRONTIUM
Anticholinergic (ophthalmic),CHEMBL2146146,Small molecule,ATROPINE SULFATE
,CHEMBL2146161,Small molecule,MIKAMYCIN
,CHEMBL2146883,Small molecule,COBIMETINIB
,CHEMBL2159122,Small molecule,ELUXADOLINE
,CHEMBL2178422,Small molecule,RIMEGEPANT
,CHEMBL2181927,Small molecule,FINERENONE
,CHEMBL2205807,Small molecule,ABAMETAPIR
Anti-Amebic,CHEMBL2206196,Small molecule,PAROMOMYCIN SULFATE
,CHEMBL2216870,Small molecule,IDELALISIB
,CHEMBL2218860,Small molecule,GADOBUTROL
Antibacterial,CHEMBL2218877,Small molecule,ERYTHROMYCIN ESTOLATE
Antineoplastic,CHEMBL2218878,Small molecule,TRIMETREXATE GLUCURONATE
Antineoplastic,CHEMBL2218885,Small molecule,VERTEPORFIN
Antihyperlipidemic; Inhibitor (HMG-CoA reductase),CHEMBL2218894,Small molecule,FLUVASTATIN SODIUM
Tranquilizer (minor),CHEMBL2218896,Small molecule,NABILONE
Prosthetic Aid,CHEMBL2218916,Small molecule,DURAPATITE
Alzheimer's Disease Treatment (adjunct),CHEMBL2218917,Small molecule,CEVIMELINE HYDROCHLORIDE
,CHEMBL2219414,Small molecule,ERAVACYCLINE DIHYDROCHLORIDE
,CHEMBL2219415,Small molecule,GADOTERATE MEGLUMINE
,CHEMBL2219416,Small molecule,NALOXEGOL OXALATE
,CHEMBL2219418,Small molecule,NALOXEGOL
,CHEMBL2219425,Small molecule,ARIPIPRAZOLE LAUROXIL
,CHEMBL2219605,Small molecule,FERRIC CHLORIDE
"Antineoplastic; Radioactive Agent,Radioactive Agent",CHEMBL2219640,Small molecule,STRONTIUM CHLORIDE
Replenisher (electrolyte),CHEMBL2219642,Small molecule,MAGNESIUM CHLORIDE
Laxative,CHEMBL2219738,Small molecule,POTASSIUM SODIUM TARTRATE
